3	0	0	0
3	1	0.333333	0.666667

4	0	0	0
4	1	0.25	0.375
4	2	0.5	0.75

5	0	0	0
5	1	0.2	0.266667
5	2	0.4	0.533333
5	3	0.6	0.8

6	0	0	0
6	1	0.166667	0.208333
6	2	0.333333	0.416667
6	3	0.5	0.625
6	4	0.666667	0.833333

7	0	0	0
7	1	0.142857	0.171429
7	2	0.285714	0.342857
7	3	0.428571	0.514286
7	4	0.571429	0.685714
7	5	0.714286	0.857143

8	0	0	0
8	1	0.125	0.145833
8	2	0.25	0.291667
8	3	0.375	0.4375
8	4	0.5	0.583333
8	5	0.625	0.729167
8	6	0.75	0.875

9	0	0	0
9	1	0.111111	0.126984
9	2	0.222222	0.253968
9	3	0.333333	0.380952
9	4	0.444444	0.507937
9	5	0.555556	0.634921
9	6	0.666667	0.761905
9	7	0.777778	0.888889

10	0	0	0
10	1	0.1	0.1125
10	2	0.2	0.225
10	3	0.3	0.3375
10	4	0.4	0.45
10	5	0.5	0.5625
10	6	0.6	0.675
10	7	0.7	0.7875
10	8	0.8	0.9

11	0	0	0
11	1	0.0909091	0.10101
11	2	0.181818	0.20202
11	3	0.272727	0.30303
11	4	0.363636	0.40404
11	5	0.454545	0.505051
11	6	0.545455	0.606061
11	7	0.636364	0.707071
11	8	0.727273	0.808081
11	9	0.818182	0.909091

12	0	0	0
12	1	0.0833333	0.0916667
12	2	0.166667	0.183333
12	3	0.25	0.275
12	4	0.333333	0.366667
12	5	0.416667	0.458333
12	6	0.5	0.55
12	7	0.583333	0.641667
12	8	0.666667	0.733333
12	9	0.75	0.825
12	10	0.833333	0.916667

13	0	0	0
13	1	0.0769231	0.0839161
13	2	0.153846	0.167832
13	3	0.230769	0.251748
13	4	0.307692	0.335664
13	5	0.384615	0.41958
13	6	0.461538	0.503497
13	7	0.538462	0.587413
13	8	0.615385	0.671329
13	9	0.692308	0.755245
13	10	0.769231	0.839161
13	11	0.846154	0.923077

14	0	0	0
14	1	0.0714286	0.077381
14	2	0.142857	0.154762
14	3	0.214286	0.232143
14	4	0.285714	0.309524
14	5	0.357143	0.386905
14	6	0.428571	0.464286
14	7	0.5	0.541667
14	8	0.571429	0.619048
14	9	0.642857	0.696429
14	10	0.714286	0.77381
14	11	0.785714	0.85119
14	12	0.857143	0.928571

15	0	0	0
15	1	0.0666667	0.0717949
15	2	0.133333	0.14359
15	3	0.2	0.215385
15	4	0.266667	0.287179
15	5	0.333333	0.358974
15	6	0.4	0.430769
15	7	0.466667	0.502564
15	8	0.533333	0.574359
15	9	0.6	0.646154
15	10	0.666667	0.717949
15	11	0.733333	0.789744
15	12	0.8	0.861538
15	13	0.866667	0.933333

16	0	0	0
16	1	0.0625	0.0669643
16	2	0.125	0.133929
16	3	0.1875	0.200893
16	4	0.25	0.267857
16	5	0.3125	0.334821
16	6	0.375	0.401786
16	7	0.4375	0.46875
16	8	0.5	0.535714
16	9	0.5625	0.602679
16	10	0.625	0.669643
16	11	0.6875	0.736607
16	12	0.75	0.803571
16	13	0.8125	0.870536
16	14	0.875	0.9375

17	0	0	0
17	1	0.0588235	0.0627451
17	2	0.117647	0.12549
17	3	0.176471	0.188235
17	4	0.235294	0.25098
17	5	0.294118	0.313725
17	6	0.352941	0.376471
17	7	0.411765	0.439216
17	8	0.470588	0.501961
17	9	0.529412	0.564706
17	10	0.588235	0.627451
17	11	0.647059	0.690196
17	12	0.705882	0.752941
17	13	0.764706	0.815686
17	14	0.823529	0.878431
17	15	0.882353	0.941176

18	0	0	0
18	1	0.0555556	0.0590278
18	2	0.111111	0.118056
18	3	0.166667	0.177083
18	4	0.222222	0.236111
18	5	0.277778	0.295139
18	6	0.333333	0.354167
18	7	0.388889	0.413194
18	8	0.444444	0.472222
18	9	0.5	0.53125
18	10	0.555556	0.590278
18	11	0.611111	0.649306
18	12	0.666667	0.708333
18	13	0.722222	0.767361
18	14	0.777778	0.826389
18	15	0.833333	0.885417
18	16	0.888889	0.944444

19	0	0	0
19	1	0.0526316	0.0557276
19	2	0.105263	0.111455
19	3	0.157895	0.167183
19	4	0.210526	0.22291
19	5	0.263158	0.278638
19	6	0.315789	0.334365
19	7	0.368421	0.390093
19	8	0.421053	0.44582
19	9	0.473684	0.501548
19	10	0.526316	0.557276
19	11	0.578947	0.613003
19	12	0.631579	0.668731
19	13	0.684211	0.724458
19	14	0.736842	0.780186
19	15	0.789474	0.835913
19	16	0.842105	0.891641
19	17	0.894737	0.947368

20	0	0	0
20	1	0.05	0.0527778
20	2	0.1	0.105556
20	3	0.15	0.158333
20	4	0.2	0.211111
20	5	0.25	0.263889
20	6	0.3	0.316667
20	7	0.35	0.369444
20	8	0.4	0.422222
20	9	0.45	0.475
20	10	0.5	0.527778
20	11	0.55	0.580556
20	12	0.6	0.633333
20	13	0.65	0.686111
20	14	0.7	0.738889
20	15	0.75	0.791667
20	16	0.8	0.844444
20	17	0.85	0.897222
20	18	0.9	0.95

